Address,Lot,Price,Image_Link,Link
Cavite,138,5561000,https://www.unionbankph.com/sites/default/files/2025-01/Screenshot%202025-01-16%20134250.png,https://www.unionbankph.com/foreclosed-properties/5491
NCR,62,7775000,https://www.unionbankph.com/sites/default/files/2025-03/Screenshot%202025-03-13%20102901.png,https://www.unionbankph.com/foreclosed-properties/5835
Laguna,104,1589500,https://www.unionbankph.com/sites/default/files/2025-06/Capture_6.PNG,https://www.unionbankph.com/foreclosed-properties/6212
NCR,26,5051000,https://www.unionbankph.com/sites/default/files/2025-08/Capture_25.PNG,https://www.unionbankph.com/foreclosed-properties/6675
NCR,68,8508000,https://www.unionbankph.com/sites/default/files/2023-02/6.3.PNG,https://www.unionbankph.com/foreclosed-properties/3422
NCR,104,26107600,https://www.unionbankph.com/sites/default/files/2024-02/2.PNG,https://www.unionbankph.com/foreclosed-properties/4286
Laguna,135,1795500,https://www.unionbankph.com/sites/default/files/2025-01/Screenshot%202025-01-09%20151809.png,https://www.unionbankph.com/foreclosed-properties/5358
NCR,23,3634000,https://www.unionbankph.com/sites/default/files/2025-01/Screenshot%202025-01-15%20091951.png,https://www.unionbankph.com/foreclosed-properties/5445
NCR,37,3015630,https://www.unionbankph.com/sites/default/files/2025-01/49.PNG,https://www.unionbankph.com/foreclosed-properties/5699
Misamis Oriental,107,4400000,https://www.unionbankph.com/sites/default/files/2025-04/Capture_59.PNG,https://www.unionbankph.com/foreclosed-properties/6048
Laguna,86,1505350,https://www.unionbankph.com/sites/default/files/2025-06/Capture_38.PNG,https://www.unionbankph.com/foreclosed-properties/6248
Laguna,83,1491330,https://www.unionbankph.com/sites/default/files/2025-06/Capture_55.PNG,https://www.unionbankph.com/foreclosed-properties/6271
Laguna,145,1781180,https://www.unionbankph.com/sites/default/files/2025-06/Capture_93.PNG,https://www.unionbankph.com/foreclosed-properties/6308
Misamis Oriental,44,1736000,https://www.unionbankph.com/sites/default/files/2025-08/Capture_18.PNG,https://www.unionbankph.com/foreclosed-properties/6668
Rizal,42,1463000,https://www.unionbankph.com/sites/default/files/2022-11/12.PNG,https://www.unionbankph.com/foreclosed-properties/3318
Cavite,709,5670000,https://www.unionbankph.com/sites/default/files/2023-02/A_15.PNG,https://www.unionbankph.com/foreclosed-properties/3443
Batangas,186,9114000,https://www.unionbankph.com/sites/default/files/2025-01/Screenshot%202025-01-09%20090133.png,https://www.unionbankph.com/foreclosed-properties/5330
Bulacan,66,2267100,https://www.unionbankph.com/sites/default/files/2025-01/Screenshot%202025-01-10%20155007.png,https://www.unionbankph.com/foreclosed-properties/5396
Rizal,1,18378000,https://www.unionbankph.com/sites/default/files/2025-01/Screenshot%202025-01-21%20142958.png,https://www.unionbankph.com/foreclosed-properties/5560
Davao,80,2760000,https://www.unionbankph.com/sites/default/files/2025-01/Capture_15.PNG,https://www.unionbankph.com/foreclosed-properties/5671
Cavite,138,6031000,https://www.unionbankph.com/sites/default/files/2025-04/Capture_58.PNG,https://www.unionbankph.com/foreclosed-properties/6047
Cebu,57,3462230,https://www.unionbankph.com/sites/default/files/2025-08/Capture_14.PNG,https://www.unionbankph.com/foreclosed-properties/6659
Laguna,81,1195430,https://www.unionbankph.com/sites/default/files/2025-09/Capture_39.PNG,https://www.unionbankph.com/foreclosed-properties/7097
NCR,62,8680000,https://www.unionbankph.com/sites/default/files/2022-11/4_10.PNG,https://www.unionbankph.com/foreclosed-properties/3306
Cavite,716,5726000,https://www.unionbankph.com/sites/default/files/2023-02/A_13.PNG,https://www.unionbankph.com/foreclosed-properties/3442
Batangas,219,10731000,https://www.unionbankph.com/sites/default/files/2025-01/Screenshot%202025-01-09%20085723.png,https://www.unionbankph.com/foreclosed-properties/5329
NCR,83,8162590,https://www.unionbankph.com/sites/default/files/2025-01/Screenshot%202025-01-10%20151556.png,https://www.unionbankph.com/foreclosed-properties/5394
Negros Occidental,132,5498000,https://www.unionbankph.com/sites/default/files/2025-01/Screenshot%202025-01-16%20150214.png,https://www.unionbankph.com/foreclosed-properties/5512
NCR,53,1138000,https://www.unionbankph.com/sites/default/files/2025-04/Capture.PNG,https://www.unionbankph.com/foreclosed-properties/5945
NCR,13,3034000,https://www.unionbankph.com/sites/default/files/2025-07/Capture_56.PNG,https://www.unionbankph.com/foreclosed-properties/6513
NCR,139,16602000,https://www.unionbankph.com/sites/default/files/2022-11/2.2_5.PNG,https://www.unionbankph.com/foreclosed-properties/3305
Batangas,3,6749000,https://www.unionbankph.com/sites/default/files/2025-01/Screenshot%202025-01-09%20084211_0.png,https://www.unionbankph.com/foreclosed-properties/5327
NCR,6,4335000,https://www.unionbankph.com/sites/default/files/2025-01/Capture_3.PNG,https://www.unionbankph.com/foreclosed-properties/5389
Davao,48,3984000,https://www.unionbankph.com/sites/default/files/2025-01/Screenshot%202025-01-16%20144912.png,https://www.unionbankph.com/foreclosed-properties/5507
Pampanga,8,8442080,https://www.unionbankph.com/sites/default/files/2025-03/Screenshot%202025-03-15%20140740.png,https://www.unionbankph.com/foreclosed-properties/5858
NCR,56,3177140,https://www.unionbankph.com/sites/default/files/2025-06/Capture_10.PNG,https://www.unionbankph.com/foreclosed-properties/6216
Laguna,110,1617550,https://www.unionbankph.com/sites/default/files/2025-06/Capture_48.PNG,https://www.unionbankph.com/foreclosed-properties/6259
Negros Occidental,44,5679700,https://www.unionbankph.com/sites/default/files/2025-06/Capture_104.PNG,https://www.unionbankph.com/foreclosed-properties/6318
NCR,27,4947000,https://www.unionbankph.com/sites/default/files/2025-08/Capture_34.PNG,https://www.unionbankph.com/foreclosed-properties/6683
Cavite,718,5742000,https://www.unionbankph.com/sites/default/files/2023-02/A_1.PNG,https://www.unionbankph.com/foreclosed-properties/3436
Laguna,180,2646000,https://www.unionbankph.com/sites/default/files/2025-01/Screenshot%202025-01-09%20155513.png,https://www.unionbankph.com/foreclosed-properties/5364
NCR,36,4140000,https://www.unionbankph.com/sites/default/files/2025-01/Screenshot%202025-01-15%20135017.png,https://www.unionbankph.com/foreclosed-properties/5455
NCR,58,4255000,https://www.unionbankph.com/sites/default/files/2025-03/Screenshot%202025-03-13%20094513.png,https://www.unionbankph.com/foreclosed-properties/5830
Cavite,54,2430000,https://www.unionbankph.com/sites/default/files/2025-06/Capture_2.PNG,https://www.unionbankph.com/foreclosed-properties/6208
NCR,27,4364000,https://www.unionbankph.com/sites/default/files/2025-08/Capture_24.PNG,https://www.unionbankph.com/foreclosed-properties/6674
NCR,29,3438830,https://www.unionbankph.com/sites/default/files/2023-01/5_4.PNG,https://www.unionbankph.com/foreclosed-properties/3388
NCR,23,2705000,https://www.unionbankph.com/sites/default/files/2023-02/4_9.PNG,https://www.unionbankph.com/foreclosed-properties/3458
Laguna,159,2114700,https://www.unionbankph.com/sites/default/files/2025-01/Screenshot%202025-01-09%20151756.png,https://www.unionbankph.com/foreclosed-properties/5357
NCR,21,2717000,https://www.unionbankph.com/sites/default/files/2025-01/Screenshot%202025-01-14%20102149.png,https://www.unionbankph.com/foreclosed-properties/5428
Nueva Ecija,2,2402000,https://www.unionbankph.com/sites/default/files/2022-08/2c%20SARILE%201.PNG,https://www.unionbankph.com/foreclosed-properties/2875
Laguna,289,3843700,https://www.unionbankph.com/sites/default/files/2022-09/CYPRESS%201.PNG,https://www.unionbankph.com/foreclosed-properties/3178
Nueva Ecija,2,2066000,https://www.unionbankph.com/sites/default/files/2022-08/2D.PNG,https://www.unionbankph.com/foreclosed-properties/2876
Iloilo,99,3694000,https://www.unionbankph.com/sites/default/files/2022-10/GUAVA.PNG,https://www.unionbankph.com/foreclosed-properties/3148
Laguna,195,2593500,https://www.unionbankph.com/sites/default/files/2022-07/812.PNG,https://www.unionbankph.com/foreclosed-properties/2741
Iloilo,102,2142000,https://www.unionbankph.com/sites/default/files/2022-10/CHUCK.PNG,https://www.unionbankph.com/foreclosed-properties/3153
